,min,avg
1360,444.0,513.18
1361,435.0,513.47
1362,430.0,512.87
1363,446.0,510.82
1364,452.0,511.93
1365,451.0,511.72
1366,460.0,512.84
1367,461.0,511.91
1368,448.0,512.26
1369,462.0,513.47
1370,460.0,513.08
1371,437.0,513.72
1372,438.0,512.95
1373,447.0,514.25
1374,439.0,512.47
1375,446.0,512.89
1376,447.0,513.0
1377,436.0,511.51
1378,435.0,511.2
1379,411.0,511.66
1380,411.0,511.07
1381,449.0,511.08
1382,436.0,510.25
1383,433.0,511.69
1384,447.0,511.11
1385,444.0,510.7
1386,448.0,511.01
1387,429.0,510.14
1388,432.0,511.22
1389,433.0,511.1
1390,419.0,510.19
1391,446.0,510.48
1392,444.0,511.39
1393,440.0,511.72
1394,438.0,512.79
1395,437.0,513.52
1396,440.0,512.13
1397,432.0,511.51
1398,437.0,511.71
1399,444.0,512.64
1400,446.0,512.0
1401,463.0,512.65
1402,447.0,512.11
1403,442.0,511.77
1404,440.0,510.31
1405,445.0,509.91
1406,434.0,510.73
1407,428.0,511.09
1408,449.0,510.39
1409,445.0,512.26
1410,435.0,510.8
1411,451.0,509.23
1412,446.0,509.6
1413,454.0,509.27
1414,429.0,510.02
1415,434.0,509.64
1416,448.0,509.7
1417,411.0,510.47
1418,422.0,509.99
1419,443.0,510.73
1420,452.0,511.21
1421,436.0,511.67
1422,457.0,511.36
1423,444.0,510.87
1424,457.0,511.17
1425,442.0,509.61
1426,445.0,507.98
1427,428.0,507.5
1428,421.0,507.36
1429,448.0,507.2
1430,426.0,506.65
1431,441.0,506.92
1432,432.0,506.52
1433,442.0,505.69
1434,441.0,505.31
1435,429.0,505.45
1436,422.0,506.25
1437,424.0,504.81
1438,417.0,505.42
1439,426.0,505.54
1440,434.0,505.88
1441,446.0,506.3
1442,447.0,506.38
1443,430.0,507.53
1444,429.0,505.94
1445,454.0,507.0
1446,446.0,509.1
1447,439.0,507.42
1448,431.0,508.31
1449,439.0,508.15
1450,418.0,508.97
1451,414.0,508.99
1452,406.0,508.42
1453,419.0,508.64
1454,438.0,507.5
1455,452.0,508.6
1456,439.0,509.54
1457,448.0,509.43
1458,434.0,508.25
1459,422.0,508.33
1460,414.0,506.66
1461,430.0,506.1
1462,430.0,506.88
1463,431.0,508.02
1464,425.0,509.27
1465,421.0,508.27
1466,406.0,507.97
1467,443.0,506.58
1468,429.0,506.36
1469,434.0,504.51
1470,444.0,502.61
1471,416.0,503.3
1472,427.0,503.84
1473,416.0,505.57
1474,423.0,506.95
1475,449.0,505.31
1476,434.0,505.61
1477,444.0,504.85
1478,447.0,505.95
1479,444.0,503.53
1480,433.0,501.47
1481,421.0,500.89
1482,436.0,500.12
1483,432.0,500.51
1484,409.0,500.94
1485,434.0,502.06
1486,442.0,501.75
1487,435.0,501.68
1488,434.0,503.55
1489,444.0,503.26
1490,428.0,504.4
1491,439.0,504.34
1492,427.0,503.95
1493,438.0,504.71
1494,440.0,504.7
1495,402.0,505.3
1496,424.0,505.31
1497,434.0,504.9
1498,446.0,505.35
1499,452.0,503.41
1500,437.0,504.68
1501,428.0,503.36
1502,438.0,501.99
1503,434.0,502.57
1504,425.0,502.13
1505,412.0,502.92
1506,431.0,504.67
1507,437.0,505.46
1508,424.0,504.99
1509,446.0,505.24
1510,414.0,505.9
1511,417.0,506.0
1512,431.0,504.11
1513,407.0,504.2
1514,443.0,504.31
1515,427.0,504.03
1516,423.0,504.32
1517,433.0,503.26
1518,434.0,503.64
1519,422.0,501.84
1520,430.0,500.42
1521,443.0,500.91
1522,403.0,501.3
1523,430.0,499.24
1524,409.0,497.98
1525,402.0,497.11
1526,407.0,498.04
1527,406.0,498.03
1528,416.0,497.64
1529,416.0,498.05
1530,411.0,498.47
1531,397.0,501.28
1532,423.0,501.58
1533,424.0,502.51
1534,410.0,503.01
1535,410.0,502.15
1536,440.0,503.31
1537,427.0,503.08
1538,426.0,505.33
1539,415.0,506.31
1540,420.0,506.64
1541,434.0,507.48
1542,450.0,508.85
1543,452.0,506.9
1544,431.0,507.26
1545,419.0,506.14
1546,432.0,504.98
1547,432.0,505.13
1548,428.0,505.07
1549,443.0,505.44
1550,435.0,507.24
1551,437.0,508.24
1552,416.0,508.35
1553,434.0,508.67
1554,436.0,508.94
1555,436.0,509.13
1556,448.0,509.24
1557,435.0,508.9
1558,428.0,508.71
1559,438.0,507.99
1560,426.0,506.88
1561,426.0,507.12
1562,440.0,507.86
1563,434.0,506.36
1564,416.0,505.91
1565,435.0,505.09
1566,414.0,505.48
1567,438.0,505.94
1568,425.0,504.84
1569,454.0,504.02
1570,435.0,504.84
1571,426.0,505.75
1572,441.0,504.74
1573,445.0,504.68
1574,444.0,504.07
1575,441.0,503.8
1576,444.0,505.08
1577,435.0,506.81
1578,445.0,506.15
1579,438.0,506.73
1580,442.0,506.12
1581,432.0,505.99
1582,429.0,504.68
1583,449.0,505.14
1584,432.0,505.98
1585,417.0,507.39
1586,429.0,507.77
1587,429.0,508.48
1588,431.0,508.59
1589,444.0,507.02
1590,436.0,506.24
1591,440.0,507.6
1592,450.0,507.26
1593,444.0,507.11
1594,418.0,507.63
1595,451.0,506.62
1596,445.0,505.45
1597,437.0,505.18
1598,437.0,504.05
1599,420.0,504.83
1600,434.0,505.11
1601,433.0,505.44
1602,444.0,506.13
1603,428.0,505.44
1604,433.0,507.25
1605,434.0,508.77
1606,446.0,508.64
1607,449.0,509.41
1608,418.0,507.76
1609,429.0,507.39
1610,425.0,506.13
1611,444.0,507.04
1612,385.0,507.56
1613,434.0,506.2
1614,439.0,504.48
1615,432.0,505.29
1616,418.0,505.55
1617,440.0,505.67
1618,446.0,507.5
1619,445.0,506.74
1620,447.0,505.1
1621,451.0,505.87
1622,434.0,505.83
1623,433.0,506.07
1624,433.0,504.43
1625,434.0,504.65
1626,451.0,503.72
1627,440.0,501.98
1628,442.0,503.07
1629,439.0,502.69
1630,444.0,502.57
1631,433.0,502.13
1632,438.0,502.5
1633,436.0,502.88
1634,438.0,503.17
1635,429.0,502.81
1636,440.0,503.56
1637,446.0,502.8
1638,432.0,502.75
1639,443.0,503.02
1640,434.0,503.71
1641,430.0,504.19
1642,448.0,504.77
1643,430.0,503.62
1644,415.0,504.42
1645,413.0,504.37
1646,418.0,505.46
1647,429.0,504.92
1648,431.0,505.53
1649,415.0,506.7
1650,431.0,506.41
1651,445.0,508.3
1652,443.0,509.91
1653,436.0,510.57
1654,448.0,510.43
1655,450.0,509.37
1656,436.0,510.22
1657,434.0,510.45
1658,415.0,510.52
1659,458.0,510.82
1660,439.0,511.45
1661,453.0,511.81
1662,443.0,511.75
1663,426.0,512.08
1664,434.0,510.08
1665,443.0,510.29
1666,452.0,512.12
1667,450.0,511.78
1668,448.0,510.94
1669,435.0,510.08
1670,441.0,508.71
1671,449.0,509.65
1672,450.0,511.41
1673,433.0,509.38
1674,429.0,509.88
1675,444.0,510.21
1676,442.0,509.64
1677,449.0,507.86
1678,448.0,507.28
1679,446.0,506.4
1680,447.0,506.71
1681,416.0,505.43
1682,431.0,507.42
1683,424.0,505.26
1684,446.0,505.81
1685,422.0,505.47
1686,429.0,505.52
1687,425.0,506.5
1688,427.0,508.76
1689,434.0,507.33
1690,420.0,507.12
1691,439.0,504.75
1692,445.0,506.24
1693,454.0,507.89
1694,456.0,507.0
1695,433.0,505.37
1696,437.0,505.14
1697,429.0,505.48
1698,433.0,503.48
1699,426.0,503.51
1700,441.0,502.68
1701,440.0,503.05
1702,417.0,505.09
1703,430.0,505.7
1704,419.0,505.08
1705,404.0,506.41
1706,424.0,505.26
1707,427.0,506.01
1708,444.0,504.08
1709,440.0,504.45
1710,431.0,504.35
1711,433.0,504.49
1712,415.0,503.28
1713,401.0,503.35
1714,445.0,501.85
1715,446.0,502.74
1716,443.0,503.93
1717,427.0,503.55
1718,414.0,503.32
1719,426.0,505.17
1720,397.0,504.32
1721,410.0,506.4
1722,438.0,506.49
1723,443.0,507.19
1724,441.0,507.03
1725,422.0,506.14
1726,422.0,505.68
1727,446.0,504.15
1728,434.0,504.65
1729,427.0,504.3
1730,436.0,502.83
1731,411.0,501.91
1732,437.0,500.6
1733,438.0,501.13
1734,436.0,500.85
1735,431.0,500.16
1736,437.0,499.99
1737,432.0,499.62
1738,416.0,500.52
1739,430.0,501.34
1740,443.0,502.61
1741,434.0,503.24
1742,407.0,504.1
1743,404.0,504.2
1744,441.0,505.69
1745,453.0,505.43
1746,444.0,507.84
1747,444.0,506.35
1748,441.0,506.07
1749,424.0,505.95
1750,439.0,504.66
1751,440.0,505.62
1752,440.0,505.74
1753,432.0,504.42
1754,425.0,506.33
1755,448.0,508.85
1756,446.0,509.72
1757,446.0,509.21
1758,448.0,509.16
1759,446.0,507.88
1760,442.0,507.88
1761,441.0,506.41
1762,432.0,506.31
1763,432.0,506.17
1764,438.0,507.11
1765,426.0,506.25
1766,442.0,506.89
1767,429.0,508.46
1768,415.0,508.87
1769,419.0,508.9
1770,410.0,507.99
1771,412.0,506.66
1772,424.0,507.8
1773,434.0,508.32
1774,414.0,506.63
1775,438.0,506.03
1776,438.0,504.72
1777,431.0,505.38
1778,436.0,506.14
1779,424.0,505.01
1780,428.0,504.02
1781,414.0,502.81
1782,434.0,502.72
1783,423.0,502.54
1784,436.0,501.5
1785,422.0,501.8
1786,432.0,502.85
1787,439.0,503.64
1788,426.0,502.85
1789,422.0,503.74
1790,427.0,503.41
1791,439.0,502.68
1792,446.0,502.84
1793,440.0,503.87
1794,424.0,504.95
1795,442.0,504.79
1796,434.0,503.12
1797,437.0,504.07
1798,440.0,502.39
1799,432.0,502.17
1800,427.0,501.53
1801,420.0,503.03
1802,430.0,503.56
1803,449.0,503.87
1804,445.0,503.58
1805,443.0,503.26
1806,423.0,502.43
1807,442.0,502.48
1808,431.0,501.33
1809,430.0,502.46
1810,407.0,500.56
1811,420.0,502.1
1812,448.0,503.12
1813,420.0,502.77
1814,426.0,502.24
1815,422.0,501.91
1816,420.0,502.31
1817,428.0,503.47
1818,440.0,503.31
1819,426.0,503.13
1820,436.0,503.09
1821,427.0,504.16
1822,427.0,505.0
1823,433.0,504.76
1824,448.0,506.76
1825,456.0,506.74
1826,420.0,506.94
1827,431.0,506.13
1828,439.0,506.7
1829,437.0,505.69
1830,435.0,506.77
1831,419.0,507.13
1832,426.0,507.91
1833,440.0,508.02
1834,442.0,507.86
1835,430.0,506.14
1836,425.0,506.15
1837,416.0,505.21
1838,417.0,504.41
1839,426.0,504.72
1840,436.0,505.81
1841,421.0,505.99
1842,431.0,507.09
1843,436.0,507.31
1844,441.0,507.92
1845,447.0,507.19
1846,450.0,508.91
1847,419.0,507.68
1848,432.0,509.98
1849,436.0,508.76
1850,433.0,508.41
1851,421.0,508.67
1852,435.0,509.29
1853,435.0,509.1
1854,427.0,508.39
1855,435.0,508.46
1856,433.0,509.23
1857,432.0,510.1
1858,448.0,510.83
1859,421.0,509.33
1860,410.0,508.37
1861,394.0,507.49
1862,399.0,507.81
1863,374.0,507.88
1864,429.0,509.4
1865,423.0,509.55
1866,400.0,510.09
1867,411.0,509.86
1868,434.0,508.56
1869,419.0,509.87
1870,437.0,511.08
1871,420.0,510.37
1872,438.0,509.74
1873,436.0,510.32
1874,405.0,509.24
1875,438.0,509.0
1876,440.0,508.84
1877,434.0,509.06
1878,442.0,508.84
1879,430.0,509.33
1880,434.0,508.87
1881,442.0,508.5
1882,452.0,507.82
1883,443.0,508.73
1884,442.0,508.8
1885,444.0,509.05
1886,460.0,509.58
1887,453.0,509.3
1888,452.0,510.88
1889,457.0,511.18
1890,458.0,509.76
1891,452.0,511.24
1892,454.0,512.71
1893,449.0,511.94
1894,431.0,511.14
1895,459.0,511.05
1896,439.0,510.01
1897,415.0,509.18
1898,379.0,507.72
1899,445.0,506.98
1900,451.0,506.22
1901,452.0,505.9
1902,434.0,505.94
1903,422.0,504.9
1904,436.0,503.4
1905,435.0,501.5
1906,412.0,500.87
1907,434.0,500.75
1908,412.0,500.63
1909,427.0,501.62
1910,413.0,502.23
1911,407.0,501.18
1912,418.0,501.05
1913,430.0,501.56
1914,443.0,502.56
1915,416.0,503.02
1916,422.0,502.23
1917,411.0,501.37
1918,433.0,502.8
1919,429.0,502.02
1920,435.0,501.44
1921,437.0,502.86
1922,445.0,502.99
1923,442.0,502.76
1924,443.0,501.85
1925,421.0,502.95
1926,441.0,505.29
1927,448.0,505.08
1928,434.0,506.16
1929,446.0,506.86
1930,445.0,507.08
1931,461.0,507.5
1932,448.0,506.66
1933,448.0,507.01
1934,418.0,508.1
1935,436.0,509.11
1936,437.0,508.38
1937,441.0,507.5
1938,424.0,506.2
1939,429.0,506.25
1940,434.0,504.44
1941,420.0,504.38
1942,419.0,504.15
1943,439.0,503.08
1944,443.0,503.38
1945,443.0,502.41
1946,433.0,502.57
1947,420.0,502.59
1948,434.0,501.34
1949,405.0,501.73
1950,404.0,501.48
1951,417.0,502.97
1952,437.0,504.22
1953,436.0,504.49
1954,430.0,503.62
1955,429.0,503.76
1956,436.0,503.27
1957,447.0,503.54
1958,418.0,504.73
1959,424.0,505.18
1960,443.0,505.62
1961,458.0,505.05
1962,456.0,504.44
1963,452.0,501.88
1964,445.0,501.9
1965,441.0,501.64
1966,449.0,502.14
1967,434.0,500.74
1968,422.0,499.73
1969,434.0,500.53
1970,425.0,500.17
1971,425.0,501.81
1972,429.0,502.26
1973,389.0,502.22
1974,414.0,503.11
1975,417.0,502.78
1976,428.0,502.31
1977,432.0,501.0
1978,425.0,503.18
1979,443.0,503.14
1980,447.0,504.13
1981,447.0,503.74
1982,439.0,503.58
1983,424.0,503.08
1984,422.0,503.6
1985,439.0,504.06
1986,433.0,503.42
1987,432.0,504.44
1988,448.0,503.01
1989,454.0,502.99
1990,445.0,503.46
1991,442.0,505.28
1992,449.0,504.55
1993,447.0,504.63
1994,431.0,504.45
1995,442.0,504.33
1996,440.0,504.89
1997,423.0,503.96
1998,458.0,503.15
1999,443.0,501.9
2000,422.0,501.73
2001,430.0,502.15
2002,420.0,502.69
2003,441.0,504.45
2004,425.0,505.56
2005,432.0,506.77
2006,437.0,507.11
2007,440.0,506.73
2008,439.0,506.29
2009,436.0,506.09
2010,445.0,507.39
2011,448.0,507.84
2012,439.0,508.87
2013,459.0,506.71
2014,436.0,506.85
2015,442.0,505.48
2016,424.0,506.52
2017,429.0,507.11
2018,429.0,507.15
2019,436.0,507.23
2020,420.0,506.72
2021,436.0,506.38
2022,432.0,505.86
2023,414.0,506.83
2024,442.0,507.25
2025,444.0,506.99
2026,420.0,508.14
2027,414.0,507.26
2028,426.0,506.59
2029,420.0,507.12
2030,439.0,506.71
2031,434.0,506.55
2032,418.0,507.2
2033,445.0,506.04
2034,431.0,505.67
2035,428.0,506.3
2036,411.0,506.13
2037,427.0,506.54
2038,430.0,507.36
2039,422.0,506.97
2040,443.0,508.38
2041,450.0,509.57
2042,440.0,510.48
2043,429.0,510.87
2044,435.0,509.8
2045,426.0,511.15
2046,425.0,511.65
2047,437.0,509.9
2048,438.0,509.76
2049,442.0,510.41
2050,458.0,509.05
2051,456.0,508.58
2052,438.0,507.31
2053,438.0,508.17
2054,444.0,507.46
2055,453.0,509.04
2056,445.0,510.59
2057,429.0,509.37
2058,434.0,509.84
2059,447.0,509.51
2060,456.0,510.17
2061,459.0,510.67
2062,455.0,512.71
2063,458.0,513.16
2064,436.0,512.53
2065,427.0,510.02
2066,429.0,509.91
2067,448.0,509.28
2068,444.0,509.35
2069,428.0,509.12
2070,442.0,507.73
2071,442.0,506.89
2072,446.0,505.96
2073,439.0,505.59
2074,446.0,507.93
2075,445.0,507.34
2076,416.0,506.93
2077,428.0,508.21
2078,426.0,509.7
2079,452.0,509.19
2080,440.0,509.39
2081,441.0,509.67
2082,451.0,510.82
2083,435.0,510.76
2084,436.0,510.32
2085,441.0,509.55
2086,445.0,510.19
2087,446.0,509.53
2088,448.0,508.23
2089,442.0,509.24
2090,445.0,508.71
2091,451.0,506.98
2092,444.0,506.88
2093,439.0,507.55
2094,443.0,507.79
2095,430.0,508.07
2096,426.0,508.26
2097,421.0,508.26
2098,438.0,508.0
2099,416.0,506.96
2100,433.0,507.1
2101,438.0,506.24
2102,415.0,504.86
2103,428.0,505.89
2104,426.0,505.97
2105,418.0,505.49
2106,417.0,504.26
2107,447.0,504.15
2108,438.0,504.07
2109,446.0,503.08
2110,415.0,503.65
2111,427.0,502.84
2112,421.0,503.04
2113,444.0,503.46
2114,446.0,505.02
2115,439.0,506.08
2116,447.0,508.08
2117,440.0,508.52
2118,441.0,508.39
2119,436.0,508.1
2120,438.0,507.79
2121,439.0,507.66
2122,443.0,507.56
2123,443.0,508.85
2124,434.0,509.2
2125,409.0,509.82
2126,440.0,509.97
2127,431.0,509.89
2128,453.0,511.04
2129,442.0,510.6
2130,453.0,510.5
2131,421.0,511.01
2132,419.0,510.75
2133,415.0,509.3
2134,428.0,510.28
2135,427.0,509.79
2136,434.0,510.08
2137,454.0,510.58
2138,428.0,508.86
2139,420.0,510.16
2140,429.0,508.4
2141,441.0,509.7
2142,442.0,507.92
2143,447.0,508.1
2144,437.0,507.14
2145,429.0,507.52
2146,441.0,507.41
2147,432.0,507.21
2148,446.0,509.33
2149,424.0,509.06
2150,421.0,508.95
2151,423.0,508.79
2152,428.0,508.6
2153,455.0,508.31
2154,442.0,509.4
2155,439.0,508.94
2156,438.0,508.94
2157,450.0,509.33
2158,435.0,508.65
2159,433.0,509.03
2160,431.0,508.98
2161,443.0,509.45
2162,430.0,510.13
2163,444.0,508.89
2164,440.0,507.8
2165,433.0,507.92
2166,432.0,507.17
2167,418.0,506.14
2168,416.0,505.43
2169,435.0,505.36
2170,449.0,504.8
2171,439.0,503.33
2172,446.0,502.42
2173,451.0,502.9
2174,422.0,503.41
2175,438.0,501.84
2176,439.0,501.97
2177,436.0,501.82
2178,403.0,504.36
2179,416.0,506.67
2180,451.0,506.76
2181,445.0,505.48
2182,439.0,505.91
2183,423.0,505.26
2184,445.0,504.25
2185,439.0,505.01
2186,447.0,505.64
2187,424.0,506.29
2188,445.0,507.52
2189,447.0,508.59
2190,442.0,509.1
2191,429.0,507.86
2192,442.0,506.25
2193,435.0,506.77
2194,442.0,507.17
2195,450.0,507.55
2196,440.0,508.1
2197,435.0,509.53
2198,425.0,507.21
2199,404.0,506.9
2200,427.0,506.06
2201,405.0,506.07
2202,423.0,506.25
2203,412.0,506.74
2204,436.0,504.57
2205,445.0,503.62
2206,442.0,504.79
2207,439.0,506.66
2208,440.0,506.01
2209,419.0,505.54
2210,404.0,505.94
2211,406.0,506.49
2212,410.0,506.9
2213,419.0,507.06
2214,431.0,506.16
2215,424.0,508.66
2216,441.0,509.07
2217,442.0,509.99
2218,447.0,510.38
2219,434.0,509.74
2220,441.0,510.48
2221,425.0,510.07
2222,429.0,509.79
2223,433.0,509.5
2224,447.0,507.98
2225,440.0,508.17
2226,444.0,507.55
2227,444.0,508.04
2228,436.0,508.73
2229,449.0,507.04
2230,447.0,507.08
2231,439.0,505.77
2232,427.0,505.79
2233,440.0,505.04
2234,438.0,504.55
2235,437.0,503.51
2236,435.0,501.83
2237,421.0,502.38
2238,414.0,501.43
2239,427.0,500.75
2240,433.0,500.67
2241,411.0,500.27
2242,429.0,501.88
2243,425.0,502.06
2244,420.0,502.25
2245,423.0,502.28
2246,432.0,504.32
2247,424.0,505.96
2248,435.0,504.99
2249,440.0,505.59
2250,432.0,505.97
2251,443.0,505.97
2252,428.0,505.64
2253,415.0,505.76
2254,451.0,507.31
2255,450.0,508.27
2256,429.0,506.94
2257,418.0,506.5
2258,446.0,505.89
2259,438.0,507.11
2260,413.0,506.73
2261,427.0,507.03
2262,440.0,507.92
2263,439.0,507.78
2264,423.0,506.2
2265,437.0,506.48
2266,416.0,506.67
2267,415.0,507.19
2268,422.0,506.97
2269,443.0,505.78
2270,446.0,506.41
2271,440.0,507.11
2272,425.0,506.06
2273,440.0,505.71
2274,414.0,505.2
2275,417.0,505.43
2276,421.0,504.59
2277,433.0,505.6
2278,422.0,505.73
2279,425.0,505.37
2280,448.0,504.91
2281,419.0,504.39
2282,436.0,503.61
2283,444.0,503.43
2284,428.0,503.72
2285,428.0,504.81
2286,426.0,505.53
2287,445.0,506.29
2288,446.0,506.8
2289,454.0,507.33
2290,447.0,507.15
2291,452.0,507.76
2292,445.0,508.83
2293,436.0,509.41
2294,445.0,509.73
2295,447.0,510.05
2296,435.0,509.95
2297,449.0,510.84
2298,436.0,511.13
2299,429.0,511.99
2300,453.0,512.63
2301,434.0,513.73
2302,453.0,512.15
2303,461.0,512.11
2304,435.0,511.19
2305,430.0,510.49
2306,445.0,509.64
2307,438.0,508.97
2308,448.0,508.89
2309,451.0,509.91
2310,427.0,509.55
2311,410.0,508.57
2312,444.0,509.28
2313,446.0,509.74
2314,450.0,510.94
2315,445.0,511.67
2316,449.0,510.75
2317,458.0,510.55
2318,442.0,511.45
2319,445.0,512.25
2320,434.0,511.16
2321,456.0,510.99
2322,432.0,510.81
2323,435.0,511.37
2324,443.0,509.73
2325,438.0,509.69
2326,446.0,508.92
2327,440.0,507.67
2328,450.0,508.39
2329,453.0,507.99
2330,431.0,507.99
2331,454.0,508.21
2332,428.0,506.1
2333,438.0,504.86
2334,443.0,505.1
2335,436.0,504.19
2336,455.0,505.22
2337,447.0,504.87
2338,442.0,504.57
2339,434.0,503.77
2340,404.0,503.52
2341,420.0,503.19
2342,442.0,503.39
2343,435.0,503.41
2344,433.0,505.85
2345,444.0,507.58
2346,453.0,507.53
2347,445.0,509.03
2348,449.0,508.65
2349,449.0,508.12
2350,428.0,505.34
2351,435.0,505.01
2352,428.0,504.1
2353,425.0,503.95
2354,416.0,503.71
2355,445.0,503.42
2356,445.0,503.6
2357,443.0,504.77
2358,432.0,505.16
2359,436.0,505.54
2360,445.0,505.14
2361,436.0,503.63
2362,437.0,503.83
2363,418.0,505.72
2364,409.0,506.12
2365,429.0,507.6
2366,440.0,506.58
2367,437.0,505.87
2368,418.0,506.11
2369,431.0,506.49
2370,434.0,507.35
2371,426.0,507.67
2372,445.0,506.45
2373,437.0,505.98
2374,436.0,505.16
2375,419.0,505.33
2376,423.0,506.36
2377,422.0,504.92
2378,443.0,505.23
2379,442.0,504.89
2380,430.0,505.73
2381,403.0,506.22
2382,432.0,506.41
2383,436.0,507.58
2384,424.0,507.56
2385,433.0,507.99
2386,440.0,507.35
2387,440.0,506.01
2388,432.0,506.32
2389,440.0,506.73
2390,440.0,507.48
2391,441.0,506.75
2392,448.0,507.4
2393,433.0,508.86
2394,437.0,508.41
2395,415.0,508.79
2396,420.0,508.45
2397,415.0,508.67
2398,440.0,509.47
2399,433.0,510.1
2400,435.0,510.95
2401,446.0,511.15
2402,435.0,509.99
2403,457.0,510.32
2404,441.0,509.33
2405,434.0,509.41
2406,409.0,507.73
2407,430.0,507.51
2408,438.0,505.47
2409,439.0,505.31
2410,446.0,506.37
2411,456.0,506.16
2412,440.0,506.22
2413,442.0,508.26
2414,415.0,506.49
2415,419.0,506.87
2416,436.0,505.36
2417,438.0,505.33
2418,430.0,506.74
2419,449.0,506.08
2420,418.0,506.06
2421,440.0,507.91
2422,422.0,507.25
2423,428.0,508.33
2424,407.0,507.13
2425,411.0,507.52
2426,420.0,506.98
2427,444.0,509.34
2428,438.0,510.51
2429,436.0,511.4
2430,444.0,511.1
2431,437.0,510.02
2432,452.0,510.13
2433,441.0,508.11
2434,446.0,509.35
2435,443.0,510.08
2436,430.0,509.02
2437,433.0,509.15
2438,440.0,510.78
2439,453.0,509.8
2440,427.0,509.6
2441,441.0,509.64
2442,439.0,508.54
2443,436.0,507.33
2444,431.0,505.41
2445,440.0,505.79
2446,439.0,507.42
2447,419.0,508.26
2448,440.0,509.64
2449,449.0,510.86
2450,423.0,511.22
2451,402.0,512.16
2452,410.0,511.54
2453,446.0,511.25
2454,443.0,510.96
2455,446.0,512.24
2456,440.0,512.46
2457,424.0,510.24
2458,432.0,507.73
2459,434.0,504.99
2460,430.0,503.85
2461,423.0,504.45
2462,445.0,504.74
2463,435.0,504.42
2464,441.0,505.74
2465,443.0,506.11
2466,434.0,505.34
2467,444.0,504.52
2468,443.0,504.52
2469,434.0,505.81
2470,432.0,507.02
2471,444.0,506.43
2472,420.0,505.72
2473,428.0,506.04
2474,439.0,506.6
2475,402.0,506.73
2476,429.0,506.47
2477,411.0,507.75
2478,423.0,508.1
2479,440.0,507.71
2480,459.0,508.76
2481,441.0,507.56
2482,440.0,507.32
2483,444.0,507.03
2484,422.0,507.23
2485,446.0,506.43
2486,442.0,506.5
2487,420.0,505.71
2488,428.0,504.8
2489,424.0,506.28
2490,421.0,505.74
2491,420.0,505.91
2492,419.0,505.95
2493,432.0,506.84
2494,432.0,506.28
2495,439.0,506.17
2496,438.0,507.54
2497,441.0,506.33
2498,432.0,507.07
2499,435.0,507.59
2500,423.0,508.02
2501,419.0,508.17
2502,433.0,508.37
2503,432.0,506.73
2504,412.0,508.75
2505,431.0,505.99
2506,425.0,505.25
2507,449.0,506.14
2508,433.0,505.36
2509,436.0,505.13
2510,430.0,505.4
2511,425.0,504.75
2512,415.0,503.84
2513,438.0,506.55
2514,439.0,506.9
2515,438.0,506.26
2516,433.0,506.09
2517,438.0,505.67
2518,423.0,507.77
2519,423.0,506.42
2520,403.0,506.22
2521,452.0,504.97
2522,442.0,505.42
2523,419.0,504.76
2524,421.0,505.47
2525,444.0,504.16
2526,431.0,504.99
2527,438.0,505.86
2528,420.0,506.48
2529,432.0,507.53
2530,447.0,507.71
2531,433.0,507.25
2532,450.0,507.12
2533,449.0,505.34
2534,442.0,505.15
2535,434.0,504.82
2536,423.0,504.09
2537,427.0,504.86
2538,433.0,503.43
2539,438.0,504.84
2540,399.0,504.64
2541,403.0,503.8
2542,440.0,502.86
2543,430.0,502.49
2544,443.0,502.37
2545,427.0,502.25
2546,434.0,502.29
2547,442.0,504.13
2548,448.0,504.08
2549,426.0,504.43
2550,421.0,505.28
2551,413.0,504.56
2552,416.0,504.0
2553,409.0,504.7
2554,436.0,505.3
2555,446.0,505.89
2556,438.0,507.34
2557,434.0,506.16
2558,439.0,506.24
2559,431.0,505.42
2560,435.0,505.17
2561,422.0,504.78
2562,424.0,504.81
2563,393.0,505.47
2564,421.0,504.52
2565,441.0,505.25
2566,430.0,505.48
2567,422.0,504.46
2568,422.0,505.54
2569,428.0,505.75
2570,428.0,504.03
2571,426.0,504.52
2572,446.0,503.1
2573,424.0,502.54
2574,430.0,502.72
2575,443.0,502.45
2576,439.0,501.14
2577,440.0,500.54
2578,428.0,499.17
2579,435.0,499.5
2580,452.0,501.35
2581,437.0,500.59
2582,429.0,501.44
2583,422.0,500.83
2584,432.0,501.74
2585,430.0,501.44
2586,437.0,501.07
2587,442.0,502.57
2588,435.0,502.58
2589,444.0,500.6
2590,429.0,500.04
2591,427.0,501.0
2592,433.0,501.1
2593,422.0,501.67
2594,435.0,502.77
2595,437.0,501.72
2596,428.0,502.31
2597,423.0,503.22
2598,436.0,504.27
2599,419.0,504.31
2600,434.0,506.04
2601,437.0,506.66
2602,425.0,507.33
2603,437.0,508.55
2604,409.0,509.13
2605,440.0,509.12
2606,442.0,508.22
2607,442.0,508.3
2608,433.0,507.1
2609,441.0,508.71
2610,432.0,507.34
2611,449.0,508.05
2612,425.0,507.05
2613,433.0,506.53
2614,410.0,507.18
2615,430.0,507.98
2616,439.0,506.33
2617,423.0,507.64
2618,427.0,505.14
2619,413.0,503.87
2620,440.0,503.42
2621,430.0,504.84
2622,437.0,504.56
2623,438.0,505.29
2624,440.0,505.81
2625,429.0,506.42
2626,453.0,507.15
2627,433.0,507.5
2628,434.0,507.22
2629,436.0,507.36
2630,442.0,506.29
2631,431.0,505.32
