client_id,group_id,time,data_num,label0,label1,label2,label3,label4,label5,label6,label7,label8,label9
0.0,0.0,14.0,600.0,0.0,0.2,0.0,0.2,0.0,0.0,0.2,0.0,0.2,0.2
1.0,0.0,11.0,600.0,0.0,0.2,0.0,0.2,0.2,0.0,0.2,0.0,0.0,0.2
2.0,0.0,14.0,600.0,0.0,0.0,0.0,0.0,0.2,0.2,0.2,0.2,0.0,0.2
3.0,0.0,14.0,600.0,0.2,0.2,0.2,0.0,0.0,0.0,0.2,0.2,0.0,0.0
4.0,0.0,11.0,600.0,0.2,0.0,0.2,0.0,0.2,0.0,0.0,0.2,0.2,0.0
5.0,0.0,13.0,600.0,0.2,0.0,0.2,0.2,0.0,0.0,0.2,0.0,0.2,0.0
6.0,0.0,11.0,600.0,0.0,0.2,0.0,0.2,0.0,0.2,0.0,0.0,0.2,0.2
7.0,0.0,15.0,600.0,0.2,0.0,0.2,0.0,0.2,0.2,0.0,0.2,0.0,0.0
8.0,0.0,12.0,600.0,0.0,0.2,0.2,0.0,0.0,0.2,0.0,0.0,0.2,0.2
9.0,0.0,11.0,600.0,0.2,0.0,0.0,0.2,0.2,0.2,0.0,0.2,0.0,0.0
10.0,1.0,2.0,600.0,0.0,0.125,0.125,0.125,0.125,0.125,0.125,0.125,0.0,0.125
11.0,1.0,5.0,600.0,0.125,0.125,0.125,0.125,0.0,0.125,0.0,0.125,0.125,0.125
12.0,1.0,3.0,600.0,0.125,0.0,0.125,0.125,0.125,0.125,0.125,0.125,0.125,0.0
13.0,1.0,1.0,600.0,0.125,0.125,0.0,0.125,0.125,0.0,0.125,0.125,0.125,0.125
14.0,1.0,5.0,600.0,0.125,0.125,0.125,0.0,0.125,0.125,0.125,0.0,0.125,0.125
15.0,2.0,20.0,600.0,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
16.0,2.0,17.0,600.0,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
17.0,2.0,16.0,600.0,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
18.0,2.0,19.0,600.0,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
19.0,2.0,19.0,600.0,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
20.0,3.0,17.0,600.0,0.0,0.25,0.25,0.0,0.0,0.25,0.25,0.0,0.0,0.0
21.0,3.0,18.0,600.0,0.25,0.0,0.0,0.25,0.0,0.0,0.0,0.0,0.25,0.25
22.0,3.0,16.0,600.0,0.25,0.0,0.0,0.25,0.0,0.0,0.25,0.25,0.0,0.0
23.0,3.0,20.0,600.0,0.0,0.25,0.25,0.0,0.25,0.0,0.0,0.25,0.0,0.0
24.0,3.0,17.0,600.0,0.0,0.0,0.0,0.0,0.25,0.25,0.0,0.0,0.25,0.25
25.0,4.0,14.0,600.0,0.125,0.125,0.125,0.125,0.0,0.125,0.125,0.125,0.0,0.125
26.0,4.0,15.0,600.0,0.125,0.125,0.125,0.0,0.125,0.125,0.125,0.0,0.125,0.125
27.0,4.0,11.0,600.0,0.125,0.125,0.125,0.125,0.125,0.0,0.125,0.125,0.125,0.0
28.0,4.0,13.0,600.0,0.125,0.0,0.0,0.125,0.125,0.125,0.125,0.125,0.125,0.125
29.0,4.0,15.0,600.0,0.0,0.125,0.125,0.125,0.125,0.125,0.0,0.125,0.125,0.125
30.0,5.0,12.0,600.0,0.0,0.0,0.0,0.5,0.5,0.0,0.0,0.0,0.0,0.0
31.0,5.0,14.0,600.0,0.5,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
32.0,5.0,13.0,600.0,0.0,0.0,0.0,0.0,0.5,0.0,0.0,0.5,0.0,0.0
33.0,5.0,14.0,600.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.5,0.0
34.0,5.0,12.0,600.0,0.0,0.0,0.0,0.0,0.0,0.5,0.0,0.0,0.0,0.5
35.0,5.0,11.0,600.0,0.0,0.5,0.0,0.0,0.0,0.0,0.5,0.0,0.0,0.0
36.0,5.0,13.0,600.0,0.0,0.0,0.5,0.0,0.0,0.5,0.0,0.0,0.0,0.0
37.0,5.0,14.0,600.0,0.5,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0
38.0,5.0,11.0,600.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.0,0.5,0.0
39.0,5.0,14.0,600.0,0.0,0.0,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.5
40.0,6.0,12.0,600.0,0.0,0.25,0.25,0.0,0.0,0.25,0.25,0.0,0.0,0.0
41.0,6.0,13.0,600.0,0.25,0.25,0.0,0.0,0.25,0.0,0.25,0.0,0.0,0.0
42.0,6.0,13.0,600.0,0.0,0.0,0.0,0.0,0.0,0.25,0.0,0.25,0.25,0.25
43.0,6.0,11.0,600.0,0.25,0.0,0.25,0.25,0.0,0.25,0.0,0.0,0.0,0.0
44.0,6.0,12.0,600.0,0.25,0.25,0.25,0.25,0.0,0.0,0.0,0.0,0.0,0.0
45.0,6.0,12.0,600.0,0.0,0.0,0.0,0.0,0.25,0.25,0.0,0.25,0.25,0.0
46.0,6.0,12.0,600.0,0.0,0.0,0.0,0.25,0.25,0.0,0.25,0.0,0.25,0.0
47.0,6.0,15.0,600.0,0.0,0.25,0.0,0.25,0.25,0.0,0.0,0.0,0.0,0.25
48.0,6.0,13.0,600.0,0.25,0.0,0.0,0.0,0.0,0.0,0.25,0.25,0.0,0.25
49.0,6.0,15.0,600.0,0.0,0.0,0.25,0.0,0.0,0.0,0.0,0.25,0.25,0.25
50.0,7.0,3.0,600.0,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
51.0,7.0,5.0,600.0,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
52.0,7.0,2.0,600.0,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
53.0,7.0,1.0,600.0,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
54.0,7.0,4.0,600.0,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
55.0,7.0,2.0,600.0,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
56.0,7.0,2.0,600.0,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
57.0,7.0,5.0,600.0,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
58.0,7.0,3.0,600.0,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
59.0,7.0,1.0,600.0,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
60.0,8.0,7.0,600.0,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
61.0,8.0,10.0,600.0,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
