id,time,data_num,label0,label1,label2,label3,label4,label5,label6,label7,label8,label9
0.0,1.0,100.0,0.25,0.25,0.25,0.0,0.0,0.25,0.0,0.0,0.0,0.0
1.0,1.0,100.0,0.0,0.0,0.25,0.0,0.0,0.25,0.25,0.0,0.25,0.0
2.0,1.0,100.0,0.25,0.0,0.0,0.0,0.25,0.0,0.25,0.0,0.0,0.25
3.0,1.0,100.0,0.0,0.25,0.0,0.25,0.0,0.0,0.0,0.25,0.0,0.25
4.0,1.0,100.0,0.0,0.0,0.0,0.25,0.25,0.0,0.0,0.25,0.25,0.0
5.0,3.0,100.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5
6.0,3.0,100.0,0.0,0.5,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0
7.0,3.0,100.0,0.0,0.5,0.0,0.0,0.5,0.0,0.0,0.0,0.0,0.0
8.0,3.0,100.0,0.0,0.0,0.0,0.0,0.0,0.5,0.0,0.5,0.0,0.0
9.0,3.0,100.0,0.0,0.0,0.0,0.5,0.0,0.0,0.5,0.0,0.0,0.0
10.0,3.0,100.0,0.0,0.0,0.0,0.0,0.0,0.5,0.0,0.5,0.0,0.0
11.0,3.0,100.0,0.0,0.0,0.5,0.0,0.0,0.0,0.5,0.0,0.0,0.0
12.0,3.0,100.0,0.0,0.0,0.0,0.0,0.5,0.0,0.0,0.0,0.5,0.0
13.0,3.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.5
14.0,3.0,100.0,0.5,0.0,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0
15.0,2.0,100.0,0.0,0.0,0.0,0.0,0.0,0.5,0.0,0.0,0.0,0.5
16.0,2.0,100.0,0.0,0.0,0.0,0.0,0.5,0.0,0.5,0.0,0.0,0.0
17.0,2.0,100.0,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.0
18.0,2.0,100.0,0.0,0.0,0.0,0.5,0.5,0.0,0.0,0.0,0.0,0.0
19.0,2.0,100.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.0,0.0
20.0,2.0,100.0,0.0,0.5,0.0,0.0,0.0,0.0,0.5,0.0,0.0,0.0
21.0,2.0,100.0,0.5,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0
22.0,2.0,100.0,0.0,0.0,0.0,0.0,0.0,0.5,0.0,0.5,0.0,0.0
23.0,2.0,100.0,0.0,0.0,0.5,0.5,0.0,0.0,0.0,0.0,0.0,0.0
24.0,2.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.5
25.0,2.0,100.0,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
26.0,2.0,100.0,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
27.0,2.0,100.0,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
28.0,2.0,100.0,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
29.0,2.0,100.0,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
30.0,4.0,100.0,0.5,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
31.0,4.0,100.0,0.0,0.0,0.0,0.0,0.5,0.0,0.5,0.0,0.0,0.0
32.0,4.0,100.0,0.0,0.0,0.0,0.0,0.0,0.5,0.0,0.5,0.0,0.0
33.0,4.0,100.0,0.0,0.0,0.5,0.5,0.0,0.0,0.0,0.0,0.0,0.0
34.0,4.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.5
35.0,5.0,100.0,0.0,0.125,0.125,0.125,0.125,0.125,0.125,0.125,0.0,0.125
36.0,5.0,100.0,0.125,0.0,0.125,0.125,0.125,0.125,0.0,0.125,0.125,0.125
37.0,5.0,100.0,0.125,0.125,0.0,0.125,0.125,0.125,0.125,0.0,0.125,0.125
38.0,5.0,100.0,0.125,0.125,0.125,0.0,0.125,0.0,0.125,0.125,0.125,0.125
39.0,5.0,100.0,0.125,0.125,0.125,0.125,0.0,0.125,0.125,0.125,0.125,0.0
40.0,5.0,100.0,0.0,0.0,0.0,0.5,0.0,0.0,0.5,0.0,0.0,0.0
41.0,5.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.5,0.0
42.0,5.0,100.0,0.0,0.5,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0
43.0,5.0,100.0,0.0,0.0,0.0,0.0,0.0,0.5,0.0,0.0,0.0,0.5
44.0,5.0,100.0,0.5,0.0,0.0,0.0,0.5,0.0,0.0,0.0,0.0,0.0
45.0,4.0,100.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
46.0,4.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
47.0,4.0,100.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
48.0,4.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
49.0,4.0,100.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
50.0,4.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
